,open,close,high,low,volume,datetime,signals
75,60207.01,60826.66,60842.92,60101.19,2659.931894,2021-04-12 11:30:00,0
76,60829.68,60711.01,61300.0,60636.59,4818.506765,2021-04-12 12:30:00,0
77,60711.0,60694.42,60840.57,60536.35,2470.51527,2021-04-12 13:30:00,0
78,60694.42,59992.22,60878.25,59651.0,4139.125287,2021-04-12 14:30:00,0
79,59992.22,59776.71,60277.76,59350.59,4161.93653,2021-04-12 15:30:00,0
80,59776.71,60241.5,60269.02,59727.45,2995.374453,2021-04-12 16:30:00,0
81,60241.5,60421.84,60564.19,60151.03,2578.459033,2021-04-12 17:30:00,0
82,60421.84,60304.69,60584.28,60280.0,2386.622666,2021-04-12 18:30:00,0
83,60301.04,59888.44,60345.5,59873.04,2994.841826,2021-04-12 19:30:00,0
84,59888.45,59986.83,60129.43,59610.96,3077.065446,2021-04-12 20:30:00,0
85,59986.82,59972.5,60112.36,59703.02,2692.01222,2021-04-12 21:30:00,0
86,59972.5,59749.4,59972.5,59725.35,1724.629658,2021-04-12 22:30:00,0
87,59749.41,59988.95,60018.0,59680.9,1312.920477,2021-04-12 23:30:00,0
88,59988.94,60090.41,60223.0,59881.28,1331.638954,2021-04-13 00:30:00,0
89,60090.42,60049.92,60241.32,59922.22,1697.705759,2021-04-13 01:30:00,0
90,60049.92,59992.53,60073.8,59759.05,1349.30976,2021-04-13 02:30:00,0
91,59992.53,60044.75,60072.3,59850.0,1418.174164,2021-04-13 03:30:00,0
92,60044.75,59860.0,60100.0,59859.06,1798.601561,2021-04-13 04:30:00,0
93,59860.01,60452.35,60473.0,59805.15,2540.404587,2021-04-13 05:30:00,0
94,60452.35,60641.13,60780.26,60215.0,3057.550989,2021-04-13 06:30:00,0
95,60641.13,60829.01,60951.27,60571.42,3023.477817,2021-04-13 07:30:00,0
96,60829.01,60493.43,61100.0,60435.28,3358.73602,2021-04-13 08:30:00,0
97,60493.43,60585.4,60650.0,60330.74,2385.72594,2021-04-13 09:30:00,0
98,60585.4,60668.74,60814.16,60470.0,1937.134735,2021-04-13 10:30:00,0
99,60668.74,60719.86,61415.5,60450.25,5124.405057,2021-04-13 11:30:00,0
100,60719.86,61050.99,61190.0,60582.21,2717.23696,2021-04-13 12:30:00,0
101,61050.99,62711.51,62878.0,61046.45,11272.865488,2021-04-13 13:30:00,0
102,62711.51,62924.24,63287.88,62300.88,6333.624079,2021-04-13 14:30:00,0
103,62924.23,62745.56,63100.0,62458.0,4400.767576,2021-04-13 15:30:00,0
104,62745.56,62942.21,63093.82,62500.0,3337.013558,2021-04-13 16:30:00,0
105,62942.21,62973.25,63260.0,62790.85,4125.909956,2021-04-13 17:30:00,0
106,62973.24,62787.35,63019.97,62500.0,4190.261038,2021-04-13 18:30:00,0
107,62787.36,62920.99,63031.34,62595.66,2414.092233,2021-04-13 19:30:00,0
108,62921.0,63331.83,63657.86,62740.0,4259.095727,2021-04-13 20:30:00,0
109,63331.83,63150.79,63777.77,62988.0,4000.923562,2021-04-13 21:30:00,0
110,63150.79,63332.85,63364.75,63026.46,2346.347961,2021-04-13 22:30:00,0
111,63328.84,62641.77,63548.7,62550.0,3188.866516,2021-04-13 23:30:00,0
112,62641.77,62997.02,63046.13,62530.0,2382.821555,2021-04-14 00:30:00,0
113,62997.02,63167.72,63210.0,62842.99,1589.748821,2021-04-14 01:30:00,0
114,63167.72,63139.99,63320.0,62859.43,1360.995683,2021-04-14 02:30:00,0
115,63139.97,63238.81,63300.0,62867.02,1618.455859,2021-04-14 03:30:00,0
116,63238.81,63575.0,63666.0,63200.0,1882.227029,2021-04-14 04:30:00,0
117,63575.01,63315.03,63869.99,63208.97,2542.54651,2021-04-14 05:30:00,0
118,63315.03,63446.84,63484.16,63082.0,2449.739766,2021-04-14 06:30:00,0
119,63446.84,63208.66,63459.53,63088.5,1715.991618,2021-04-14 07:30:00,0
120,63208.64,63749.19,63865.0,63063.32,2653.389128,2021-04-14 08:30:00,0
121,63749.19,64268.97,64280.0,63605.85,3136.566814,2021-04-14 09:30:00,0
122,64268.97,64038.49,64720.0,63890.54,4224.556908,2021-04-14 10:30:00,0
123,64038.48,64577.26,64854.0,63915.0,4207.951122,2021-04-14 11:30:00,0
124,64577.25,64288.8,64655.0,64280.0,2682.621518,2021-04-14 12:30:00,0
125,64288.8,63928.57,64565.54,63368.0,3931.25458,2021-04-14 13:30:00,0
126,63928.58,63568.42,64165.0,63012.84,4808.785992,2021-04-14 14:30:00,0
127,63568.41,64099.99,64151.97,63431.98,3544.018237,2021-04-14 15:30:00,0
128,64100.0,64511.21,64787.98,64084.64,3597.696262,2021-04-14 16:30:00,0
129,64509.48,63871.42,64640.58,63631.58,3852.323304,2021-04-14 17:30:00,0
130,63871.41,63772.67,64466.66,63597.23,3584.128345,2021-04-14 18:30:00,0
131,63777.69,62996.12,63782.09,62550.0,5974.141695,2021-04-14 19:30:00,0
132,62997.9,63045.02,63383.0,62345.67,4378.384772,2021-04-14 20:30:00,0
133,63045.03,63484.79,63680.0,62800.0,3756.47563,2021-04-14 21:30:00,0
134,63484.79,62250.14,63764.62,62231.49,3905.678478,2021-04-14 22:30:00,0
135,62250.14,62119.26,62697.53,61568.0,5025.114605,2021-04-14 23:30:00,0
136,62119.26,62150.04,62496.45,61301.0,4727.102401,2021-04-15 00:30:00,0
137,62150.03,62397.39,62479.08,61873.51,1987.51545,2021-04-15 01:30:00,0
138,62397.39,62773.65,62838.18,62363.5,2128.235856,2021-04-15 02:30:00,0
139,62773.65,62842.13,63048.82,62550.0,1932.972332,2021-04-15 03:30:00,0
140,62842.13,62959.53,63062.38,62580.37,1869.15267,2021-04-15 04:30:00,0
141,62959.53,62705.01,63491.45,62705.0,2533.740053,2021-04-15 05:30:00,0
142,62705.0,62660.02,63171.87,62610.49,1976.245139,2021-04-15 06:30:00,0
143,62660.01,62821.63,63075.0,62333.55,1935.99892,2021-04-15 07:30:00,0
144,62821.64,63056.61,63243.64,62660.01,1956.330202,2021-04-15 08:30:00,0
145,63056.62,62950.08,63460.22,62892.49,1920.973428,2021-04-15 09:30:00,0
146,62950.11,63109.5,63288.87,62706.4,1667.496606,2021-04-15 10:30:00,0
147,63109.49,62936.19,63299.0,62721.16,1782.41775,2021-04-15 11:30:00,0
148,62936.18,62842.56,63200.0,62751.36,1956.631009,2021-04-15 12:30:00,0
149,62842.56,62615.33,63137.92,62501.14,2158.775618,2021-04-15 13:30:00,0
150,62615.32,62615.42,62829.36,62492.46,1958.746693,2021-04-15 14:30:00,0
151,62615.41,62154.24,62732.78,62151.0,2207.530719,2021-04-15 15:30:00,0
152,62159.57,62361.12,62480.35,62020.0,2191.041044,2021-04-15 16:30:00,0
153,62359.11,62635.71,62737.76,62347.36,1747.192166,2021-04-15 17:30:00,0
154,62637.79,62918.66,63074.05,62604.12,2405.383364,2021-04-15 18:30:00,0
155,62918.66,62627.28,62993.53,62544.78,2186.567976,2021-04-15 19:30:00,0
156,62627.28,62715.18,62763.24,62384.79,2173.69562,2021-04-15 20:30:00,0
157,62715.17,62665.57,62980.0,62470.37,2618.726894,2021-04-15 21:30:00,0
158,62665.57,62581.43,62717.82,62308.0,1712.234047,2021-04-15 22:30:00,0
159,62581.42,62733.84,62840.36,62500.41,1710.743636,2021-04-15 23:30:00,0
160,62733.84,63363.29,63573.02,62726.02,4049.453314,2021-04-16 00:30:00,0
161,63363.29,63350.89,63592.24,63181.37,3047.729738,2021-04-16 01:30:00,0
162,63350.88,63369.5,63800.0,63226.72,2038.260233,2021-04-16 02:30:00,0
163,63369.51,63252.27,63518.22,63179.2,2054.258481,2021-04-16 03:30:00,0
164,63252.27,63159.98,63339.99,62963.78,1659.52769,2021-04-16 04:30:00,0
165,63158.74,63360.0,63520.61,63035.71,3006.827351,2021-04-16 05:30:00,0
166,63360.0,63015.01,63472.41,62684.01,4018.264148,2021-04-16 06:30:00,0
167,63015.01,62830.43,63211.7,62727.62,3324.602377,2021-04-16 07:30:00,0
168,62830.42,62937.91,63200.0,62716.8,2834.114157,2021-04-16 08:30:00,0
169,62942.41,61658.05,62961.81,61500.0,5323.833118,2021-04-16 09:30:00,0
170,61658.05,61799.59,62187.64,61415.4,4942.37151,2021-04-16 10:30:00,0
171,61804.04,61455.69,61804.04,61057.5,5328.528357,2021-04-16 11:30:00,0
172,61455.69,61414.83,61637.96,61025.0,3183.223378,2021-04-16 12:30:00,0
173,61414.88,61191.91,61607.83,61122.0,2901.917131,2021-04-16 13:30:00,0
174,61193.23,60643.79,61264.46,60400.0,5366.020212,2021-04-16 14:30:00,0
175,60643.8,60247.54,60969.5,60240.0,4291.517046,2021-04-16 15:30:00,0
176,60247.53,60853.81,60880.0,60000.0,5641.587599,2021-04-16 16:30:00,0
177,60853.8,60716.32,61011.22,60523.63,4603.038648,2021-04-16 17:30:00,0
178,60716.32,60546.68,61173.22,60250.0,6787.971502,2021-04-16 18:30:00,0
179,60546.67,61256.63,61460.35,60519.99,5610.384857,2021-04-16 19:30:00,0
180,61256.63,61551.62,61627.0,61093.98,3483.192984,2021-04-16 20:30:00,0
181,61551.62,61722.39,61800.39,61139.9,5361.912921,2021-04-16 21:30:00,0
182,61722.39,61572.03,61848.94,61555.0,2701.209617,2021-04-16 22:30:00,0
183,61572.03,61817.56,61823.74,61105.0,2369.505443,2021-04-16 23:30:00,0
184,61817.55,61713.43,61877.0,61374.6,2297.008779,2021-04-17 00:30:00,0
185,61713.42,61914.7,62000.0,61625.02,2395.100497,2021-04-17 01:30:00,0
186,61914.7,61727.45,62087.98,61720.01,1857.257354,2021-04-17 02:30:00,0
187,61727.46,61547.33,61979.32,61522.46,2040.098696,2021-04-17 03:30:00,0
188,61547.32,61334.8,61663.75,61333.0,2094.652202,2021-04-17 04:30:00,0
189,61334.81,61439.99,61740.04,61114.14,2750.437848,2021-04-17 05:30:00,0
190,61439.99,61887.24,62010.0,61439.98,2763.890141,2021-04-17 06:30:00,0
191,61887.25,62164.89,62308.67,61887.25,2278.202602,2021-04-17 07:30:00,0
192,62164.89,62372.27,62506.05,61911.13,2461.15624,2021-04-17 08:30:00,0
193,62372.27,62221.03,62464.38,62090.98,2306.579408,2021-04-17 09:30:00,0
194,62221.02,62159.71,62287.28,61990.77,1832.882067,2021-04-17 10:30:00,0
195,62159.71,62000.75,62181.53,61857.55,1683.228638,2021-04-17 11:30:00,0
196,62000.75,62114.99,62305.0,61950.0,1946.461233,2021-04-17 12:30:00,0
197,62114.99,62399.86,62400.0,62114.99,2024.351333,2021-04-17 13:30:00,0
198,62399.87,61711.29,62458.28,61480.24,3209.259242,2021-04-17 14:30:00,0
199,61711.29,61365.23,61891.33,61258.08,2463.645618,2021-04-17 15:30:00,0
200,61365.24,60886.91,61455.0,60700.55,3626.652038,2021-04-17 16:30:00,0
201,60886.93,61061.52,61089.85,60500.0,3670.469209,2021-04-17 17:30:00,0
202,61061.52,61025.41,61187.0,60369.12,3425.918475,2021-04-17 18:30:00,0
203,61025.4,60610.97,61222.0,60566.79,2706.605498,2021-04-17 19:30:00,0
204,60610.97,60264.66,60655.5,60094.0,3568.085586,2021-04-17 20:30:00,0
205,60264.65,60377.01,60685.51,59842.28,3064.463258,2021-04-17 21:30:00,0
206,60377.01,59705.62,60592.95,59637.12,2492.896022,2021-04-17 22:30:00,0
207,59705.62,60379.99,60525.8,59580.91,2711.69592,2021-04-17 23:30:00,0
208,60380.0,60705.02,60785.0,60379.99,1948.025682,2021-04-18 00:30:00,0
209,60705.02,60802.38,60887.07,60600.6,1409.803915,2021-04-18 01:30:00,0
210,60802.38,60713.98,60955.0,60558.43,1442.927726,2021-04-18 02:30:00,0
211,60713.98,60633.78,60819.95,60354.55,1183.638388,2021-04-18 03:30:00,0
212,60633.77,60006.66,60804.57,59969.98,1940.980041,2021-04-18 04:30:00,0
213,60006.67,59386.59,60499.0,59312.07,3718.924307,2021-04-18 05:30:00,0
214,59386.59,59220.01,59737.31,58955.57,4368.950424,2021-04-18 06:30:00,0
215,59220.01,58804.21,59481.79,58598.8,4308.351015,2021-04-18 07:30:00,0
216,58804.21,55014.46,58984.69,50931.3,15734.66463,2021-04-18 08:30:00,0
217,55000.01,54829.24,56033.92,53924.76,12867.051882,2021-04-18 09:30:00,0
218,54854.55,55569.18,55850.0,54732.39,6830.288929,2021-04-18 10:30:00,0
219,55569.18,55728.66,56381.0,55300.0,5883.895972,2021-04-18 11:30:00,0
220,55731.24,56180.34,56527.04,55716.55,4968.788579,2021-04-18 12:30:00,0
221,56184.51,54953.65,56498.0,54459.56,7610.111419,2021-04-18 13:30:00,0
222,54954.85,54964.61,55294.21,54023.13,7417.942167,2021-04-18 14:30:00,0
223,54972.0,54640.93,55364.11,54517.32,4730.980604,2021-04-18 15:30:00,0
224,54640.93,53308.92,55079.62,53064.66,5731.462727,2021-04-18 16:30:00,0
225,53299.32,54947.24,54999.71,53200.0,6205.208238,2021-04-18 17:30:00,0
226,54947.24,55169.06,55309.34,54620.26,4024.553454,2021-04-18 18:30:00,0
227,55169.06,55135.56,55774.23,55004.11,4293.667419,2021-04-18 19:30:00,0
228,55135.56,55452.45,55574.23,54700.0,4240.963043,2021-04-18 20:30:00,0
229,55452.45,55432.76,55967.66,55232.32,4412.954789,2021-04-18 21:30:00,0
230,55432.77,55150.01,55645.01,54859.75,2842.333004,2021-04-18 22:30:00,0
231,55151.12,55473.86,55685.27,54982.02,2277.497083,2021-04-18 23:30:00,0
232,55473.85,55720.66,55817.54,55286.72,2318.986866,2021-04-19 00:30:00,0
233,55720.66,56179.99,56288.58,55709.86,2711.094549,2021-04-19 01:30:00,0
234,56179.99,56300.01,56363.0,55537.48,2271.066583,2021-04-19 02:30:00,0
235,56300.01,56535.85,56688.28,56004.33,2828.70946,2021-04-19 03:30:00,0
236,56535.84,56150.01,56600.0,56008.0,2283.684681,2021-04-19 04:30:00,0
237,56150.01,56771.94,56841.89,55690.62,3197.231432,2021-04-19 05:30:00,0
238,56771.94,56757.4,57099.91,56650.0,2963.581032,2021-04-19 06:30:00,0
239,56757.16,56883.43,57222.0,56530.75,2157.614801,2021-04-19 07:30:00,0
240,56883.43,57030.9,57291.0,56700.36,2340.955612,2021-04-19 08:30:00,0
241,57030.9,56951.86,57171.73,56679.8,2053.326189,2021-04-19 09:30:00,0
242,56951.86,56500.0,56965.3,56410.68,2456.752607,2021-04-19 10:30:00,0
243,56500.01,57249.99,57339.8,56500.0,2761.083254,2021-04-19 11:30:00,0
244,57249.99,57323.35,57485.46,57020.3,3296.957371,2021-04-19 12:30:00,0
245,57323.34,56778.8,57526.81,56750.89,4559.232894,2021-04-19 13:30:00,0
246,56778.8,56681.9,57098.86,56574.76,3806.844848,2021-04-19 14:30:00,0
247,56681.9,56522.65,56785.5,56120.03,4638.640988,2021-04-19 15:30:00,0
248,56522.65,57107.4,57323.99,56462.0,3461.991479,2021-04-19 16:30:00,0
249,57107.41,56515.7,57142.2,56443.27,2616.438302,2021-04-19 17:30:00,0
250,56515.7,56630.91,56783.36,56002.56,4129.633471,2021-04-19 18:30:00,0
251,56630.9,55439.86,56635.1,55073.39,7232.540775,2021-04-19 19:30:00,0
252,55439.86,54585.22,55475.3,54221.58,6961.912914,2021-04-19 20:30:00,0
253,54581.82,54826.99,55554.0,54351.67,4996.35731,2021-04-19 21:30:00,0
254,54826.99,55369.68,55491.64,54560.53,2626.419804,2021-04-19 22:30:00,0
255,55369.68,55635.03,55826.49,55300.31,2181.159165,2021-04-19 23:30:00,0
256,55635.03,55930.94,56100.0,55387.25,2219.584181,2021-04-20 00:30:00,0
257,55930.94,56130.02,56410.0,55750.0,2160.199067,2021-04-20 01:30:00,0
258,56130.02,56245.2,56600.0,55678.63,1789.107932,2021-04-20 02:30:00,0
259,56245.2,55993.56,56348.05,55795.95,1428.676676,2021-04-20 03:30:00,0
260,55993.56,55633.14,56199.74,55517.45,2192.800163,2021-04-20 04:30:00,0
261,55633.14,54631.29,55792.15,54328.78,5959.820842,2021-04-20 05:30:00,0
262,54631.29,54764.12,55378.42,54237.04,3262.764215,2021-04-20 06:30:00,0
263,54764.13,55258.63,55350.28,54567.79,1818.062278,2021-04-20 09:30:00,0
264,55258.64,54950.04,55486.31,54691.87,2658.617538,2021-04-20 10:30:00,0
265,54950.04,53856.35,55189.97,53501.01,4276.743236,2021-04-20 11:30:00,0
266,53856.36,54410.57,54431.04,53329.96,3889.653608,2021-04-20 12:30:00,0
267,54410.57,55220.29,55313.9,54230.38,3227.006177,2021-04-20 13:30:00,0
268,55220.3,54889.16,55433.4,54781.59,2858.553356,2021-04-20 14:30:00,0
269,54889.15,55908.52,56239.31,54824.81,4372.322489,2021-04-20 15:30:00,0
270,55908.52,56266.83,56419.13,55680.64,2774.06053,2021-04-20 16:30:00,0
271,56266.83,55801.14,56290.31,55604.73,2705.944348,2021-04-20 17:30:00,0
272,55801.13,56317.99,56320.55,55693.69,2723.866998,2021-04-20 18:30:00,0
273,56318.0,55336.14,56455.93,55200.0,4285.544393,2021-04-20 19:30:00,0
274,55336.14,55323.19,55567.87,54649.58,3870.66336,2021-04-20 20:30:00,0
275,55323.18,55784.86,55798.28,55099.63,3801.773065,2021-04-20 21:30:00,0
276,55784.86,55871.72,55935.0,55465.15,2436.867565,2021-04-20 22:30:00,0
277,55871.72,56253.81,56500.0,55707.69,3648.740969,2021-04-20 23:30:00,0
278,56254.98,56572.44,56782.0,56176.02,3592.81465,2021-04-21 00:30:00,0
279,56572.44,56725.0,57076.24,56347.84,3872.758905,2021-04-21 01:30:00,0
280,56725.01,57020.76,57020.77,56424.25,2491.567737,2021-04-21 02:30:00,0
281,57020.76,56380.0,57050.0,56090.0,2308.190909,2021-04-21 03:30:00,0
282,56380.0,56425.0,56573.54,56177.97,1908.144983,2021-04-21 04:30:00,0
283,56425.0,55679.99,56757.91,55582.08,3033.111594,2021-04-21 05:30:00,0
284,55679.99,56044.2,56205.88,55332.96,3248.115675,2021-04-21 06:30:00,0
285,56044.75,56109.73,56300.0,55894.95,1681.65384,2021-04-21 07:30:00,0
286,56109.72,55204.6,56171.39,55170.61,2739.027026,2021-04-21 08:30:00,0
287,55204.6,55386.31,55559.35,54968.69,2542.38839,2021-04-21 09:30:00,0
288,55386.3,55408.89,55660.0,55058.54,2104.544282,2021-04-21 10:30:00,0
289,55406.1,55559.57,55822.77,55140.17,2166.768062,2021-04-21 11:30:00,0
290,55559.58,55304.04,55717.11,55158.31,1874.248851,2021-04-21 12:30:00,0
291,55304.04,55445.49,55670.0,54757.63,2693.646847,2021-04-21 13:30:00,0
292,55445.48,55570.01,55750.0,55279.57,1796.522271,2021-04-21 14:30:00,0
293,55570.0,54916.83,55597.49,54801.25,3143.873023,2021-04-21 15:30:00,0
294,54916.83,54563.37,55194.69,54276.85,3810.85838,2021-04-21 16:30:00,0
295,54563.36,55433.39,55550.0,54300.0,3958.925158,2021-04-21 17:30:00,0
296,55433.39,55569.31,55690.0,55284.34,2339.290415,2021-04-21 18:30:00,0
297,55569.31,56182.11,56333.0,55217.22,3729.529115,2021-04-21 19:30:00,0
298,56182.12,56153.75,56346.7,55810.0,3209.720954,2021-04-21 20:30:00,0
299,56149.93,55743.81,56339.98,55631.26,2847.011896,2021-04-21 21:30:00,0
300,55743.82,55526.01,55819.52,55405.0,2087.569093,2021-04-21 22:30:00,0
301,55526.0,55306.35,55610.9,55129.0,1975.144997,2021-04-21 23:30:00,0
302,55306.34,55478.7,55738.14,55306.34,1644.946786,2021-04-22 00:30:00,0
303,55478.7,54956.93,55481.16,54777.0,2590.887802,2021-04-22 01:30:00,0
304,54956.93,54745.78,55378.43,54678.82,2222.287406,2021-04-22 02:30:00,0
305,54749.82,53996.73,55030.0,53770.0,5969.673999,2021-04-22 03:30:00,0
306,53996.73,53787.63,54337.93,53536.02,3575.011047,2021-04-22 04:30:00,0
307,53787.62,54070.0,54275.48,53200.0,4850.994594,2021-04-22 05:30:00,0
308,54070.0,53911.88,54638.0,53901.0,2802.407349,2021-04-22 06:30:00,0
309,53911.88,53760.82,53958.56,52561.0,8567.790162,2021-04-22 07:30:00,0
310,53760.81,53497.09,54150.0,53200.0,4439.765922,2021-04-22 08:30:00,0
311,53494.63,54271.67,54356.79,53450.0,3142.328662,2021-04-22 09:30:00,0
312,54271.68,54457.72,54621.67,54012.98,2655.568674,2021-04-22 10:30:00,0
313,54457.73,54457.46,54850.0,54252.38,2858.805659,2021-04-22 11:30:00,0
314,54457.46,54144.99,54597.0,54096.08,2482.312911,2021-04-22 12:30:00,0
315,54146.01,53652.0,54254.5,53080.0,4910.161019,2021-04-22 13:30:00,0
316,53652.0,54303.92,54350.0,53249.02,3317.668494,2021-04-22 14:30:00,0
317,54303.93,53899.71,54444.0,53879.07,2761.481878,2021-04-22 15:30:00,0
318,53901.46,54866.62,55223.0,53891.21,4204.499508,2021-04-22 16:30:00,0
319,54866.63,54990.48,55521.48,54726.34,4357.250563,2021-04-22 17:30:00,-1
320,54990.49,54419.13,55280.0,54391.56,3368.232979,2021-04-22 18:30:00,0
321,54419.13,54744.24,54861.08,54378.29,2611.547751,2021-04-22 19:30:00,0
322,54744.24,54651.64,54843.24,54310.04,2376.697615,2021-04-22 20:30:00,0
323,54651.63,54897.11,55166.19,54484.34,2559.93491,2021-04-22 21:30:00,0
